,Date,Material,Count
5002,1940,stone->silica,1
5003,1940,synthetic->formica,1
5004,1940,metal->mercury,1
5005,1940,metal - possible->,1
5006,1940,metal->lead,6
5007,1940,skin->chamois,2
5008,1940,stone->diamond,1
5009,1940,resin->wax,2
5010,1940,composite->ink,4
5011,1940,wood->maple,1
5012,1940,fluid,2
5013,1940,wood->pine,1
5014,1940,stone->sulphur,1
5015,1940,fibre->silk,4
5016,1940,plant->straw,1
5017,1940,synthetic->styrofoam,1
5018,1940,resin->,2
5019,1940,resin->vulcanite,1
5020,1940,fibre->cotton - possible,4
5021,1940,bone->horn,1
5022,1940,synthetic->neoprene,1
5023,1940,metal->zinc,2
5024,1940,skin->hide,1
5025,1940,skin->pelt,1
5026,1940,fluid->alcohol,1
5027,1940,paper- possible,6
5028,1940,paper - possible,2
5029,1940,metal - possible,1
5030,1940,fibre - possible,2
5031,1940,animal,1
5032,1940,fibre->canvas - possible,2
5033,1940,resin->tar,1
5034,1940,metal->copper - possible,1
5035,1940,wood - possible,2
5036,1940,synthetic->nylon - possible,1
5037,1940,fibre->serge,1
5038,1940,skin->leather - possible,2
5039,1940,fibre->wool - possible,2
5040,1941,wood,16
5041,1941,glass,41
5042,1941,metal->steel,53
5043,1941,metal->iron,4
5044,1941,wood->,29
5045,1941,metal->aluminum,20
5046,1941,synthetic->elastic,4
5047,1941,fibre,28
5048,1941,paper->cardboard,19
5049,1941,glass->,21
5050,1941,metal->aluminum - possible,2
5051,1941,paper->card stock,26
5052,1941,metal,61
5053,1941,synthetic,26
5054,1941,fibre->,16
5055,1941,synthetic->polycarbonate - possible,2
5056,1941,resin->rubber,15
5057,1941,metal->,22
5058,1941,wood->pine,4
5059,1941,metal->copper,7
5060,1941,ceramic,3
5061,1941,paper,105
5062,1941,metal->brass,18
5063,1941,synthetic->,8
5064,1941,wood->ash,1
5065,1941,wood->oak,1
5066,1941,skin->leather,22
5067,1941,skin->chamois,2
5068,1941,fibre->velvet,2
5069,1941,fibre->canvas,2
5070,1941,synthetic->bakelite,12
5071,1941,synthetic->plastic,14
5072,1941,metal->cast-iron,1
5073,1941,skin->leather - possible,1
5074,1941,synthetic->leatherette,1
5075,1941,metal->chromium,1
5076,1941,,1
5077,1941,fibre->felt,3
5078,1941,skin->suede,1
5079,1941,skin->sheep,1
5080,1941,synthetic->vinyl,2
5081,1941,paper->,15
5082,1941,skin->pelt,5
5083,1941,fibre->wool,1
5084,1941,synthetic->carbon,1
5085,1941,resin->,1
5086,1941,wood->cork,2
5087,1941,metal->nickel,2
5088,1941,fibre->linen,7
5089,1941,ceramic->porcelain,3
5090,1941,resin->wax,1
5091,1941,fluid->alcohol,1
5092,1941,fibre->silk,1
5093,1941,metal->brass - possible,5
5094,1941,fibre->felt - possible,1
5095,1941,metal->white metal,1
5096,1941,fibre->cotton,1
5097,1941,stone->asbestos,1
5098,1941,metal->platinum,1
5099,1941,synthetic->foam,1
5100,1941,metal->silver,1
5101,1941,fibre->canvas - possible,2
5102,1941,synthetic->plexiglass,5
5103,1941,synthetic->nylon - possible,2
5104,1941,wood->pine - possible,1
5105,1941,fibre->sisal,1
5106,1942,wood,11
5107,1942,metal,82
5108,1942,skin->leather,8
5109,1942,resin->rubber,16
5110,1942,synthetic->plastic,12
5111,1942,metal->,17
5112,1942,fibre->cotton - possible,1
5113,1942,fibre->velvet,1
5114,1942,glass,35
5115,1942,synthetic,42
5116,1942,paper,155
5117,1942,paper->,46
5118,1942,paper->card stock,24
5119,1942,animal->hair,1
5120,1942,synthetic->leatherette,5
5121,1942,wood - possible->,1
5122,1942,metal->steel,106
5123,1942,fibre,36
5124,1942,metal->cast-iron,1
5125,1942,wood->,14
5126,1942,metal->brass,28
5127,1942,,15
5128,1942,metal->aluminum,13
5129,1942,synthetic->,6
5130,1942,wood->spruce,1
5131,1942,wood->maple,1
5132,1942,synthetic->plexiglass,2
5133,1942,synthetic->polycarbonate - possible,1
5134,1942,metal->copper,3
5135,1942,glass->,11
5136,1942,synthetic->bakelite,10
5137,1942,ceramic,5
5138,1942,metal->molybdenum,1
5139,1942,metal->silver,1
5140,1942,fibre->felt,3
5141,1942,fibre->cotton,1
5142,1942,synthetic->rayon,2
5143,1942,synthetic->nylon,1
5144,1942,paper->cardboard,15
5145,1942,metal->chromium,6
5146,1942,fibre->wool,4
5147,1942,fluid->,1
5148,1942,resin->wax,1
5149,1942,fibre->linen,27
5150,1942,metal->iron,1
5151,1942,metal->mercury,1
5152,1942,metal->aluminum - possible,3
5153,1942,synthetic->vinyl,1
5154,1942,synthetic->elastic,2
5155,1942,fibre->,13
5156,1942,fibre->silk,1
5157,1942,resin,3
5158,1942,metal->tin,1
5159,1942,synthetic->leatherette - possible,1
5160,1942,synthetic->carbon,2
5161,1942,resin->,1
5162,1942,animal->glue,2
5163,1942,fibre->felt - possible,1
5164,1942,fibre->linen - possible,1
5165,1942,fluid,1
5166,1942,composite,2
5167,1942,metal->zinc,1
5168,1942,metal->nickel,1
5169,1942,stone->mica,1
5170,1942,composite->fibreboard,1
5171,1942,resin->rubber - possible,1
5172,1942,synthetic->plastic - possible,1
5173,1942,paper- possible,1
5174,1942,paper - possible,1
5175,1942,synthetic->acrylic,1
5176,1942,metal->bronze,1
5177,1942,synthetic->plexiglass - possible,1
5178,1942,fibre->canvas,2
5179,1943,fibre->canvas,5
5180,1943,fibre->felt,1
5181,1943,skin->leather,18
5182,1943,resin->rubber,23
5183,1943,metal,66
5184,1943,skin->chamois,1
5185,1943,metal->,35
5186,1943,metal->steel,62
5187,1943,glass,45
5188,1943,synthetic,37
5189,1943,paper,244
5190,1943,fibre->,18
5191,1943,metal->brass,23
5192,1943,paper->card stock,29
5193,1943,fibre,29
5194,1943,paper->,40
5195,1943,glass->,23
5196,1943,wood->,19
5197,1943,metal->aluminum,17
5198,1943,synthetic->rayon,1
5199,1943,fibre->silk,3
5200,1943,synthetic->,7
5201,1943,fibre->linen,21
5202,1943,metal->aluminum - possible,1
5203,1943,paper->card stock - possible,1
5204,1943,synthetic->plexiglass - possible,2
5205,1943,synthetic->polycarbonate - possible,1
5206,1943,synthetic->plexiglass,3
5207,1943,wood,10
5208,1943,metal->copper,6
5209,1943,synthetic->bakelite,8
5210,1943,resin,4
5211,1943,metal->gold,1
5212,1943,metal->zirconium,1
5213,1943,ceramic->porcelain,2
5214,1943,metal->iron,4
5215,1943,fibre->cotton,4
5216,1943,synthetic->plastic,25
5217,1943,wood->oak,2
5218,1943,metal->zinc,1
5219,1943,,7
5220,1943,metal->stainless steel,1
5221,1943,metal->cast-iron,3
5222,1943,metal->silver,1
5223,1943,ceramic->,2
5224,1943,stone->asbestos,1
5225,1943,metal->mercury,2
5226,1943,fibre->velvet - possible,1
5227,1943,synthetic->carbon,3
5228,1943,fibre->wool,4
5229,1943,paper->cardboard,11
5230,1943,animal->hair,1
5231,1943,composite->ink,6
5232,1943,stone,1
5233,1943,metal->tungsten,4
5234,1943,ceramic,2
5235,1943,paper->cardboard - possible,2
5236,1943,synthetic->plastic - possible,3
5237,1943,fibre->velvet,1
5238,1943,skin->snake,1
5239,1943,metal->nickel,1
5240,1943,metal->chromium,1
5241,1943,animal->shellac,1
5242,1943,synthetic->leatherette - possible,1
5243,1943,fibre->canvas - possible,1
5244,1943,skin->pelt,1
5245,1943,fibre->cotton - possible,2
5246,1943,fibre->linen - possible,3
5247,1943,resin->rubber - possible,2
5248,1943,fibre->gabardine,1
5249,1943,glass->enamel,1
5250,1943,metal->lead,1
5251,1943,plant->soybean,2
5252,1943,synthetic - possible,1
5253,1943,metal->brass - possible,2
5254,1943,metal->steel - possible,1
5255,1943,skin->suede,2
5256,1944,metal,134
5257,1944,glass,65
5258,1944,paper,240
5259,1944,fibre,37
5260,1944,ceramic,9
5261,1944,synthetic,94
5262,1944,metal->iron,11
5263,1944,metal->steel,62
5264,1944,wood->,23
5265,1944,metal->nickel,3
5266,1944,fibre->,9
5267,1944,metal->brass,28
5268,1944,synthetic->bakelite - possible,1
5269,1944,metal->aluminum,22
5270,1944,resin->rubber,31
5271,1944,resin->rubber - possible,2
5272,1944,metal->cast-iron,2
5273,1944,synthetic->plastic,18
5274,1944,synthetic->plexiglass,2
5275,1944,metal->,32
5276,1944,synthetic->polycarbonate - possible,2
5277,1944,synthetic->bakelite,12
5278,1944,paper->,43
5279,1944,glass->,12
5280,1944,wood,17
5281,1944,metal->copper,10
5282,1944,,13
5283,1944,metal->silver,1
5284,1944,synthetic->,14
5285,1944,fibre->felt,4
5286,1944,skin->leather,19
5287,1944,wood->oak,1
5288,1944,fibre->cotton,7
5289,1944,metal->chromium,1
5290,1944,glass->enamel,1
5291,1944,paper->card stock,17
5292,1944,fibre->silk,3
5293,1944,synthetic->acrylic,1
5294,1944,synthetic->leatherette,2
5295,1944,paper- possible->,1
5296,1944,metal->magnesium,1
5297,1944,synthetic->vinyl,1
5298,1944,synthetic->neoprene,1
5299,1944,paper->cardboard,9
5300,1944,fibre->canvas,5
5301,1944,fibre->wool,6
5302,1944,fibre->canvas - possible,1
5303,1944,composite->ink,7
5304,1944,synthetic->carbon,1
5305,1944,synthetic->nylon,2
5306,1944,ceramic->,1
5307,1944,stone->asbestos,1
5308,1944,synthetic - possible,1
5309,1944,skin->sheep,1
5310,1944,fibre->linen,15
5311,1944,fibre->jute,1
5312,1944,fibre->twill,1
5313,1944,metal->mercury,1
5314,1944,ceramic->porcelain,2
5315,1944,stone->mica,2
5316,1944,metal->tin,1
5317,1944,metal - possible,1
5318,1944,skin->chamois,4
5319,1944,skin,2
5320,1944,resin - possible,1
5321,1944,stone->silica,1
5322,1944,metal->stainless steel,1
5323,1944,fibre->felt - possible,1
5324,1944,synthetic->plastic - possible,2
5325,1944,fibre->linen - possible,1
5326,1944,metal->brass - possible,1
5327,1945,wood->pine,1
5328,1945,metal->brass,27
5329,1945,glass,103
5330,1945,metal,187
5331,1945,synthetic,93
5332,1945,paper,122
5333,1945,metal->iron,7
5334,1945,metal->steel,78
5335,1945,synthetic->bakelite,18
5336,1945,glass->,34
5337,1945,metal->,55
5338,1945,paper->card stock,36
5339,1945,synthetic->plexiglass,5
5340,1945,skin->leather,20
5341,1945,synthetic->plastic,25
5342,1945,fibre,41
5343,1945,wood,37
5344,1945,fibre->wool,2
5345,1945,fibre->silk - possible,5
5346,1945,glass->enamel,6
5347,1945,,7
5348,1945,wood->,26
5349,1945,synthetic->polycarbonate - possible,1
5350,1945,resin->rubber,36
5351,1945,synthetic->,19
5352,1945,metal->brass - possible,6
5353,1945,metal->aluminum - possible,10
5354,1945,metal->aluminum,20
5355,1945,ceramic,9
5356,1945,metal->bronze,5
5357,1945,metal->lead,2
5358,1945,paper->cardboard,25
5359,1945,resin->phenolic,1
5360,1945,metal->chromium,12
5361,1945,ceramic->porcelain,1
5362,1945,metal->cast-iron,3
5363,1945,metal->copper,11
5364,1945,synthetic->leatherette,5
5365,1945,synthetic->carbon,2
5366,1945,fibre->,16
5367,1945,fibre->velvet,2
5368,1945,synthetic->nylon,2
5369,1945,fibre->canvas,2
5370,1945,synthetic->vinyl,1
5371,1945,skin->sheep,1
5372,1945,paper->papier-mache,1
5373,1945,fibre->felt,3
5374,1945,wood->hickory,1
5375,1945,wood->hickory - possible,1
5376,1945,wood->oak,1
5377,1945,metal->tin,4
5378,1945,metal->steel - possible,2
5379,1945,metal->iron - possible,1
5380,1945,fibre->cotton,1
5381,1945,metal->mercury,1
5382,1945,metal->silver,4
5383,1945,metal->platinum,1
5384,1945,metal->copper - possible,1
5385,1945,metal->tin - possible,2
5386,1945,metal->zinc,6
5387,1945,resin,1
5388,1945,metal->nickel,15
5389,1945,paper->,20
5390,1945,resin->vulcanite,2
5391,1945,fibre->canvas - possible,1
5392,1945,metal->stainless steel,3
5393,1945,metal->cobalt,1
5394,1945,wood->cork,2
5395,1945,stone->mica,2
5396,1945,stone->graphite,1
5397,1945,metal->tungsten,1
5398,1945,ceramic->,1
5399,1945,synthetic->neoprene,1
5400,1945,composite->fibreboard,1
5401,1945,paper->tissue,5
5402,1945,metal->silver - possible,1
5403,1945,synthetic->leatherette - possible,1
5404,1945,fibre->twill,1
5405,1945,resin - possible->rubber - possible,1
5406,1945,skin->sheep - possible,1
5407,1945,fibre->felt - possible,1
5408,1945,fibre->linen - possible,5
5409,1945,wood->bamboo - possible,2
5410,1945,fibre->linen,1
5411,1945,synthetic->plastic - possible,1
5412,1945,fibre->wool - possible,1
5413,1945,composite->ink,1
5414,1945,synthetic->imitation leather,2
5415,1945,fluid,10
5416,1946,glass,38
5417,1946,metal,104
5418,1946,synthetic,38
5419,1946,paper,49
5420,1946,skin->leather,15
5421,1946,animal->hair,1
5422,1946,fibre->canvas,6
5423,1946,fibre->hemp - possible,6
5424,1946,wood,21
5425,1946,synthetic->nylon - possible,2
5426,1946,wood->,19
5427,1946,synthetic->plastic,22
5428,1946,metal->,39
5429,1946,synthetic->polycarbonate - possible,1
5430,1946,resin->rubber,23
5431,1946,synthetic->plexiglass - possible,1
5432,1946,,6
5433,1946,ceramic,2
5434,1946,fibre->,11
5435,1946,synthetic->bakelite,11
5436,1946,fibre,27
5437,1946,metal->steel,17
5438,1946,fibre->cotton,2
5439,1946,wood->poplar,1
5440,1946,metal->aluminum - possible,3
5441,1946,metal->iron,1
5442,1946,metal->chromium,2
5443,1946,resin->ebonite,1
5444,1946,metal->aluminum,20
5445,1946,metal->brass,11
5446,1946,resin->,1
5447,1946,fibre->felt,2
5448,1946,paper->cardboard,16
5449,1946,glass->enamel,2
5450,1946,synthetic->,14
5451,1946,glass->,24
5452,1946,synthetic->leatherette,2
5453,1946,metal->stainless steel,3
5454,1946,metal->steel - possible,2
5455,1946,metal->iron - possible,1
5456,1946,skin->leather - possible,1
5457,1946,metal->cast-iron,2
5458,1946,glass - possible,1
5459,1946,paper->,3
5460,1946,metal->copper,4
5461,1946,metal->copper - possible,1
5462,1946,metal->white metal,1
5463,1946,synthetic->celluloid,1
5464,1946,resin,1
5465,1946,synthetic->carbon,2
5466,1946,metal->nickel,6
5467,1946,ceramic->,1
5468,1946,metal->tungsten,3
5469,1946,metal->silver,1
5470,1946,synthetic - possible,2
5471,1946,fibre->velvet,2
5472,1946,synthetic->plexiglass,3
5473,1946,paper->card stock,5
5474,1946,skin->hide,3
5475,1946,stone->mica,1
5476,1946,fibre->linen,2
5477,1946,synthetic->cellulose acetate,1
5478,1946,wood->cork,1
5479,1946,wood - possible,1
5480,1946,fibre->wool - possible,1
5481,1946,fibre->wool,1
5482,1946,metal->tin,1
5483,1946,paper - possible->,1
5484,1946,fibre - possible->,1
5485,1946,glass->fibreglass - possible,1
5486,1946,resin - possible->rubber - possible,1
5487,1946,animal,3
5488,1946,resin - possible,3
5489,1946,:animal,1
5490,1947,glass,58
5491,1947,metal,348
5492,1947,wood,23
5493,1947,skin,3
5494,1947,glass->,20
5495,1947,metal->,31
5496,1947,stone->mica,2
5497,1947,ceramic->porcelain,2
5498,1947,paper,36
5499,1947,metal->brass,67
5500,1947,metal->aluminum,17
5501,1947,synthetic,60
5502,1947,,12
5503,1947,resin->rubber,27
5504,1947,paper->papier-mache,3
5505,1947,wood->oak,4
5506,1947,metal->steel,23
5507,1947,synthetic->plastic,21
5508,1947,wood->plywood,1
5509,1947,skin->leather,14
5510,1947,fibre,26
5511,1947,wood->,14
5512,1947,metal->copper,4
5513,1947,wood->birch,1
5514,1947,metal->cast-iron,7
5515,1947,metal->tin,1
5516,1947,synthetic->,12
5517,1947,fibre->,3
5518,1947,synthetic->bakelite,10
5519,1947,fibre->felt,5
5520,1947,metal->aluminum - possible,2
5521,1947,wood->walnut,1
5522,1947,fibre->cotton,1
5523,1947,metal->iron,7
5524,1947,metal->stainless steel,2
5525,1947,metal->chromium,4
5526,1947,synthetic - possible,1
5527,1947,synthetic->leatherette,3
5528,1947,metal->iron - possible,1
5529,1947,metal->steel - possible,1
5530,1947,wood->cork,1
5531,1947,ceramic->,1
5532,1947,paper->cardboard,5
5533,1947,ceramic,1
5534,1947,fibre->oil-cloth,1
5535,1947,wood->spruce,1
5536,1947,synthetic->plexiglass,1
5537,1947,composite->cement,1
5538,1947,wood->cedar,1
5539,1947,wood->pine,1
5540,1947,paper->card stock,2
5541,1947,paper->,3
5542,1947,fluid->alcohol,2
5543,1947,metal->silver - possible,1
5544,1947,metal->nickel,4
5545,1947,metal->pewter,1
5546,1947,fibre->canvas,2
5547,1947,paper->cardboard - possible,1
5548,1947,metal->gold,1
5549,1947,glass->enamel,1
5550,1947,animal->hair,1
5551,1947,metal->tin - possible,1
5552,1947,resin - possible->rubber - possible,1
5553,1947,fibre->cotton - possible,1
5554,1947,resin->rubber - possible,2
5555,1948,metal->cast-iron,6
5556,1948,metal->steel,28
5557,1948,metal,89
5558,1948,synthetic,57
5559,1948,glass,42
5560,1948,paper,59
5561,1948,metal->aluminum,16
5562,1948,resin->rubber,27
5563,1948,,10
5564,1948,metal->brass,20
5565,1948,metal->bronze,1
5566,1948,synthetic->plastic,27
5567,1948,metal->,48
5568,1948,glass->,29
5569,1948,synthetic->bakelite,19
5570,1948,ceramic,6
5571,1948,wood->,18
5572,1948,wood,14
5573,1948,fibre,34
5574,1948,resin->rubber - possible,1
5575,1948,metal->iron,6
5576,1948,skin->leather,19
5577,1948,metal->chromium,2
5578,1948,wood->ash,1
5579,1948,fibre->canvas,3
5580,1948,metal->copper,10
5581,1948,wood->oak,2
5582,1948,resin,2
5583,1948,ceramic->,1
5584,1948,fibre->,9
5585,1948,fibre->cotton,2
5586,1948,paper->,2
5587,1948,skin,1
5588,1948,synthetic->leatherette,4
5589,1948,synthetic->vinyl,3
5590,1948,metal->stainless steel,3
5591,1948,metal->nickel,3
5592,1948,fibre->felt,5
5593,1948,synthetic->,13
5594,1948,paper->card stock,20
5595,1948,metal->aluminum - possible,2
5596,1948,paper->cardboard,4
5597,1948,stone->mica,1
5598,1948,ceramic->porcelain,5
5599,1948,resin->wax,3
5600,1948,synthetic->bakelite - possible,1
5601,1948,stone->quartz,1
5602,1948,animal->hair,1
5603,1948,metal->white metal,2
5604,1948,metal->copper - possible,1
5605,1948,stone->asbestos,1
5606,1948,wood->cork,1
5607,1948,synthetic->plexiglass,1
5608,1948,synthetic->foam,1
5609,1948,synthetic->nylon,1
5610,1948,metal->zinc,3
5611,1948,fibre->cotton - possible,3
5612,1948,metal->gold,1
5613,1948,glass->enamel,2
5614,1948,synthetic - possible->,1
5615,1948,resin - possible->rubber - possible,1
5616,1948,synthetic - possible,1
5617,1948,metal->brass - possible,1
5618,1949,metal,96
5619,1949,metal->iron,6
5620,1949,metal->nickel,2
5621,1949,wood->,16
5622,1949,metal->steel,56
5623,1949,metal->chromium - possible,1
5624,1949,metal->brass,29
5625,1949,metal->aluminum,15
5626,1949,resin->rubber,21
5627,1949,synthetic->plexiglass,3
5628,1949,fibre->canvas - possible,1
5629,1949,synthetic->nylon - possible,1
5630,1949,synthetic->plastic,15
5631,1949,synthetic->lucite - possible,1
5632,1949,metal->,28
5633,1949,synthetic->polycarbonate - possible,1
5634,1949,wood->oak,3
5635,1949,skin->leather,13
5636,1949,synthetic->elastic,2
5637,1949,fibre - possible,2
5638,1949,glass,42
5639,1949,paper,48
5640,1949,,3
5641,1949,fibre->,2
5642,1949,wood,23
5643,1949,synthetic->bakelite,8
5644,1949,synthetic,38
5645,1949,metal->chromium,8
5646,1949,fibre,18
5647,1949,glass->,31
5648,1949,fibre->cotton,5
5649,1949,paper->cardboard,7
5650,1949,synthetic->leatherette,2
5651,1949,synthetic->vinyl,2
5652,1949,metal->cast-iron,2
5653,1949,fibre->canvas,2
5654,1949,synthetic->,8
5655,1949,fibre->felt,2
5656,1949,resin->vulcanite,1
5657,1949,ceramic->,1
5658,1949,metal->steel - possible,1
5659,1949,metal->mercury,7
5660,1949,fluid->alcohol,3
5661,1949,metal->mercury - possible,1
5662,1949,paper->,15
5663,1949,paper->card stock,6
5664,1949,synthetic->nylon,1
5665,1949,stone->mica,1
5666,1949,metal->copper,10
5667,1949,wood->mahogany,1
5668,1949,wood->cork,1
5669,1949,metal->aluminum - possible,1
5670,1949,resin,1
5671,1949,ceramic,1
5672,1949,ceramic->porcelain,4
5673,1949,synthetic - possible,2
5674,1949,synthetic->celluloid,1
5675,1949,skin->sheep,1
5676,1949,synthetic->polystyrene,1
5677,1949,resin->rubber - possible,1
5678,1949,fibre->linen,2
5679,1949,fibre->velvet - possible,1
5680,1949,stone->silica,1
5681,1949,fibre->flannel,1
5682,1949,metal->stainless steel,6
5683,1949,metal->stainless steel - possible,1
5684,1949,resin - possible->rubber - possible,7
5685,1949,glass->enamel,2
5686,1949,composite->ink,8
5687,1949,fluid->water,1
5688,1950,glass,373
5689,1950,metal,732
5690,1950,synthetic,411
5691,1950,paper,160
5692,1950,metal->steel,254
5693,1950,metal->silver,2
5694,1950,stone->marble,2
5695,1950,fibre->felt,12
5696,1950,wood,121
5697,1950,,84
5698,1950,metal->,215
5699,1950,skin->leather,88
5700,1950,resin->rubber,121
5701,1950,paper->cardboard,76
5702,1950,metal->aluminum,93
5703,1950,metal->iron,42
5704,1950,fibre,62
5705,1950,synthetic->,96
5706,1950,metal->lead,5
5707,1950,wood->cork,4
5708,1950,wood->,84
5709,1950,ceramic,20
5710,1950,metal->chromium - possible,7
5711,1950,fibre->,32
5712,1950,metal->copper - possible,1
5713,1950,stone->asbestos - possible,1
5714,1950,metal->brass,69
5715,1950,metal->cast-iron,15
5716,1950,metal->bronze,5
5717,1950,metal->copper,21
5718,1950,metal->chromium,22
5719,1950,glass->,104
5720,1950,fibre->velvet,8
5721,1950,synthetic->plastic,126
5722,1950,synthetic->polyethylene,2
5723,1950,synthetic->PVC (polyvinylchloride),1
5724,1950,synthetic->neoprene,3
5725,1950,fibre->cotton,21
5726,1950,synthetic->bakelite,59
5727,1950,metal->tungsten,2
5728,1950,metal->stainless steel,10
5729,1950,paper - possible->,2
5730,1950,fibre - possible->,2
5731,1950,paper->glassine,2
5732,1950,synthetic->leatherette,12
5733,1950,wood->birch,1
5734,1950,resin->,1
5735,1950,fibre->silk,2
5736,1950,resin->gutta-percha,2
5737,1950,paper->,25
5738,1950,stone->silica,1
5739,1950,stone->quartz,3
5740,1950,synthetic->dacron - possible,1
5741,1950,stone->asbestos,8
5742,1950,wood->cedar,1
5743,1950,metal->aluminum - possible,7
5744,1950,synthetic->plexiglass,2
5745,1950,metal->magnesium,1
5746,1950,metal->titanium,1
5747,1950,fibre->jute,2
5748,1950,fibre->hemp,1
5749,1950,metal->white metal,2
5750,1950,metal->nickel - possible,3
5751,1950,fibre->canvas,8
5752,1950,synthetic->vinyl,16
5753,1950,glass->enamel,17
5754,1950,skin,1
5755,1950,metal->tin,7
5756,1950,animal->hair,3
5757,1950,paper->card stock,21
5758,1950,resin,5
5759,1950,synthetic - possible,3
5760,1950,wood->oak,2
5761,1950,ceramic->porcelain,5
5762,1950,resin->wax,1
5763,1950,resin->rubber - possible,4
5764,1950,synthetic->imitation leather,1
5765,1950,glass - possible,1
5766,1950,synthetic->bakelite - possible,5
5767,1950,wood->walnut - possible,1
5768,1950,metal->brass - possible,2
5769,1950,glass->fibreglass,4
5770,1950,synthetic->nylon,2
5771,1950,metal->iron - possible,7
5772,1950,synthetic->plastic - possible,2
5773,1950,synthetic->celluloid,2
5774,1950,paper- possible,1
5775,1950,fibre->wool,2
5776,1950,synthetic->nylon - possible,1
5777,1950,metal->mercury,7
5778,1950,metal->thallium,1
5779,1950,fluid->alcohol,3
5780,1950,metal->mercury - possible,1
5781,1950,skin->pelt,2
5782,1950,fluid,5
5783,1950,wood->hickory,1
5784,1950,resin->vulcanite,1
5785,1950,metal->duralumin,2
5786,1950,animal->intestine,1
5787,1950,metal->nickel,7
5788,1950,wood->mahogany,1
5789,1950,metal->dumet,1
5790,1950,metal->molybdenum,1
5791,1950,skin->suede,1
5792,1950,synthetic->elastic,1
5793,1950,glass - possible->,1
5794,1950,synthetic->foam,1
5795,1950,stone->opal,1
5796,1950,ceramic->,2
5797,1950,metal->tin - possible,2
5798,1950,metal->nickel-silver,1
5799,1950,composite->ink,8
5800,1950,fibre->linen,1
5801,1950,synthetic->polyester,1
5802,1950,metal->zinc,3
5803,1950,stone->,2
5804,1950,resin - possible->rubber - possible,2
5805,1950,stone - possible->asbestos - possible,1
5806,1950,fibre->cotton - possible,3
5807,1950,paper->card stock - possible,2
5808,1950,paper->wax paper,15
5809,1950,metal->steel - possible,3
5810,1950,fibre->gabardine,2
5811,1950,metal->gold,5
5812,1950,stone,9
5813,1950,fibre->felt - possible,3
5814,1950,metal - possible,3
5815,1950,skin - possible->leather - possible,2
5816,1950,metal - possible->,1
5817,1950,synthetic->celluloid - possible,1
5818,1950,synthetic->acrylic,1
5819,1950,composite,1
5820,1950,ceramic - possible,1
5821,1951,metal->,29
5822,1951,synthetic->plexiglass,1
5823,1951,wood,6
5824,1951,fibre->,4
5825,1951,synthetic->plastic,22
5826,1951,resin->wax,1
5827,1951,,7
5828,1951,metal->bronze,1
5829,1951,metal->brass,15
5830,1951,wood->birch,1
5831,1951,metal->copper,2
5832,1951,fibre,14
5833,1951,metal,65
5834,1951,glass,31
5835,1951,wood->oak,1
5836,1951,metal->steel,15
5837,1951,synthetic->bakelite,14
5838,1951,wood->,4
5839,1951,synthetic,30
5840,1951,paper->,3
5841,1951,synthetic->imitation leather,1
5842,1951,metal->aluminum,15
5843,1951,resin->rubber,39
5844,1951,metal->chromium,4
5845,1951,glass->,24
5846,1951,synthetic->,5
5847,1951,paper,17
5848,1951,metal->cast-iron,1
5849,1951,fibre->cotton,3
5850,1951,stone->mica,1
5851,1951,synthetic->polyester,1
5852,1951,fibre->silk,2
5853,1951,synthetic->acrylic,1
5854,1951,resin->ebonite,1
5855,1951,synthetic->leatherette,7
5856,1951,skin->leather,11
5857,1951,synthetic->vinyl,5
5858,1951,paper->cardboard,7
5859,1951,metal->nickel,2
5860,1951,metal->iron,5
5861,1951,glass->fibreglass,1
5862,1951,metal->iron - possible,1
5863,1951,fluid->alcohol,4
5864,1951,metal->mercury,4
5865,1951,metal->mercury - possible,2
5866,1951,resin,1
5867,1951,stone->slate,1
5868,1951,metal->aluminum - possible,7
5869,1951,skin->hide,1
5870,1951,paper->card stock,3
5871,1951,skin - possible->leather - possible,2
5872,1951,fibre - possible,1
5873,1951,synthetic->polyethylene,1
5874,1951,metal->stainless steel - possible,2
5875,1951,wood->cork,2
5876,1951,synthetic->cellulose,3
5877,1951,metal->stainless steel,4
5878,1951,skin->leather - possible,1
5879,1951,fibre->velvet - possible,1
5880,1951,wood - possible->,1
5881,1951,synthetic->vinyl - possible,1
5882,1951,synthetic - possible,1
5883,1952,metal->steel,31
5884,1952,metal->aluminum - possible,7
5885,1952,resin->rubber,37
5886,1952,synthetic->plastic,24
5887,1952,fibre->,9
5888,1952,synthetic->plastic - possible,2
5889,1952,paper->cardboard,10
5890,1952,fibre,10
5891,1952,metal->brass,16
5892,1952,skin->leather,27
5893,1952,metal->,81
5894,1952,synthetic->polycarbonate - possible,1
5895,1952,wood->,20
5896,1952,stone->asbestos,2
5897,1952,ceramic - possible,2
5898,1952,metal,76
5899,1952,metal->mercury,1
5900,1952,synthetic->leatherette,5
5901,1952,glass,61
5902,1952,synthetic,42
5903,1952,synthetic->,37
5904,1952,,5
5905,1952,metal->aluminum,16
5906,1952,metal->copper,1
5907,1952,paper->,7
5908,1952,composite->ink,1
5909,1952,paper,26
5910,1952,wood->walnut,1
5911,1952,metal->iron,2
5912,1952,glass->,29
5913,1952,synthetic->bakelite,27
5914,1952,synthetic->polyester,2
5915,1952,resin,2
5916,1952,wood,16
5917,1952,metal->chromium,4
5918,1952,fibre->twill,1
